,A1,E1_a,E1_b,E1_c,E1_d,E1_e,E1_f,E1_g,E1_h,E2
1596,4,2,2,2,2,2,1,1,2,7
1597,2,1,1,2,2,2,2,1,2,1
1598,4,1,1,2,2,2,2,2,2,1
1599,2,1,2,2,2,2,2,2,2,E1_a
1600,2,1,2,2,2,2,2,1,2,1
1601,1,2,2,2,2,2,1,2,2,E1_f
1602,2,1,2,2,2,2,2,2,2,E1_a
1603,1,2,2,2,2,2,1,2,1,8
1604,5,1,2,2,2,2,2,2,2,E1_a
1605,2,1,2,2,2,2,2,2,2,E1_a
1606,2,2,2,2,2,2,1,2,2,E1_f
1607,2,1,2,2,2,2,2,2,2,E1_a
1608,4,1,2,2,2,2,2,2,2,E1_a
1609,2,1,2,2,2,2,2,2,2,E1_a
1610,4,1,2,2,2,2,2,1,2,1
1611,2,2,2,2,2,1,2,2,2,E1_e
1612,4,1,2,2,2,2,2,2,2,E1_a
1613,1,2,2,2,2,2,1,1,2,6
1614,2,1,1,2,2,2,2,1,2,1
1615,4,1,2,2,2,2,2,1,2,1
1616,2,1,1,2,2,2,2,1,2,7
1617,2,1,2,1,2,2,2,1,2,3
1618,2,1,2,2,2,2,2,1,-98,1
1619,2,2,2,2,2,2,2,1,2,E1_g
1620,2,2,2,2,2,2,1,1,2,6
1621,4,1,2,2,2,2,2,2,2,E1_a
1622,1,1,2,2,2,2,2,2,2,E1_a
1623,5,1,1,1,2,2,2,1,1,8
1624,4,2,2,1,2,2,2,1,2,7
1625,2,1,2,2,2,2,2,2,2,E1_a
1626,2,2,2,2,2,2,2,1,2,E1_g
1627,1,2,2,2,2,2,1,2,2,E1_f
1628,2,2,2,2,2,1,1,2,-98,5
1629,2,1,2,2,2,2,2,2,2,E1_a
1630,2,1,2,-99,-99,2,2,1,2,-99
1631,4,1,2,2,2,2,2,1,1,8
1632,2,1,2,2,2,2,2,2,2,E1_a
1633,2,2,1,1,1,2,2,2,2,3
1634,4,2,2,2,1,2,2,2,2,E1_d
1635,2,2,2,2,2,1,2,2,2,E1_e
1636,5,1,2,2,2,2,2,1,2,1
1637,5,1,2,2,2,2,2,2,2,E1_a
1638,2,1,2,2,2,2,2,2,2,E1_a
1639,2,1,2,2,2,2,2,2,2,E1_a
1640,4,1,2,2,2,2,2,2,2,E1_a
1641,1,1,2,2,2,2,2,2,2,E1_a
1642,4,1,2,2,2,2,2,1,2,1
1643,4,1,2,2,2,2,2,1,2,1
1644,4,2,2,1,2,2,2,2,2,E1_c
1645,2,1,2,2,2,2,2,2,2,E1_a
1646,2,1,2,2,2,2,2,1,2,1
1647,4,2,2,2,2,2,1,1,2,6
1648,4,2,2,2,2,2,1,1,2,6
1649,2,1,2,2,2,2,2,2,2,E1_a
1650,2,1,2,2,2,2,2,1,2,1
1651,4,2,2,2,2,2,1,2,2,E1_f
1652,5,1,2,2,2,2,1,2,2,6
1653,2,2,2,2,2,2,1,1,2,6
1654,1,2,2,2,2,-99,2,2,-99, 
1655,2,1,2,2,2,-99,2,1,2,1
1656,2,2,2,2,2,2,1,2,2,E1_f
1657,2,1,2,2,2,2,2,1,2,1
1658,2,2,2,1,2,2,2,2,2,E1_c
1659,2,2,2,2,2,2,1,1,2,6
1660,4,1,2,2,2,2,2,1,2,1
1661,1,1,2,2,2,2,2,1,2,7
1662,4,1,2,2,2,2,2,1,2,1
1663,2,2,2,2,1,2,2,1,2,4
1664,2,1,2,2,2,2,2,2,2,E1_a
1665,1,1,2,2,2,2,2,2,2,E1_a
1666,2,2,2,2,2,2,1,1,1,6
1667,1,1,2,2,2,2,2,2,2,E1_a
1668,4,2,2,2,2,2,1,1,1,6
1669,2,1,2,2,2,2,2,2,2,E1_a
1670,2,1,2,2,2,2,2,1,2,1
1671,2,2,2,1,1,2,2,1,2,7
1672,2,2,2,2,2,2,1,2,2,E1_f
1673,2,1,1,2,2,2,2,2,2,2
1674,2,1,2,2,2,2,2,2,2,E1_a
1675,2,1,2,2,2,2,2,2,2,E1_a
1676,2,2,2,2,2,2,1,2,2,E1_f
1677,1,2,2,2,2,2,1,2,2,E1_f
1678,2,2,2,2,2,2,1,2,2,E1_f
1679,2,2,1,2,1,2,2,1,2,7
1680,2,2,2,2,2,2,1,1,2,6
1681,2,1,2,2,2,2,2,2,2,E1_a
1682,2,2,2,2,2,2,1,2,2,E1_f
1683,2,2,2,2,2,2,1,1,2,6
1684,5,1,2,2,2,2,2,1,2,7
1685,4,1,1,1,2,2,2,1,2,1
1686,2,1,2,2,2,2,2,2,2,E1_a
1687,4,1,2,2,2,2,2,2,2,E1_a
1688,2,1,1,2,2,2,2,1,2,1
1689,4,2,2,2,2,2,2,1,2,E1_g
1690,1,2,2,2,2,2,1,1,2,6
1691,5,2,1,2,2,2,2,2,2,E1_b
1692,4,2,2,2,2,1,1,2,2,5
1693,2,2,1,2,2,2,2,1,2,2
1694,2,1,1,2,2,2,2,2,2,1
1695,2,1,2,2,2,2,2,2,2,E1_a
1696,4,2,2,2,2,2,1,2,2,E1_f
1697,4,1,2,2,2,2,2,1,2,1
1698,1,1,2,2,2,2,2,1,2,1
1699,2,1,2,2,2,2,2,1,2,1
1700,4,2,2,2,2,1,2,1,2,5
1701,2,1,2,2,2,2,2,2,2,E1_a
1702,2,1,2,2,2,2,2,1,2,1
1703,1,2,2,2,1,2,2,1,2,7
1704,4,1,2,2,2,2,2,2,2,E1_a
1705,1,2,2,2,2,2,1,1,1,6
1706,4,2,2,1,2,2,2,2,2,E1_c
1707,1,2,2,2,2,2,1,1,2,6
1708,2,1,2,2,2,2,2,2,2,E1_a
1709,2,2,2,2,1,2,2,2,1,4
1710,1,2,1,2,2,2,1,1,1,8
1711,2,2,2,2,2,2,1,2,2,E1_f
1712,2,1,2,2,2,2,2,2,2,E1_a
1713,2,1,2,2,2,2,2,1,2,1
1714,1,2,2,2,2,2,1,1,2,6
1715,4,2,2,2,2,2,2,1,2,E1_g
1716,2,2,2,2,2,2,1,2,2,E1_f
1717,5,2,2,1,2,2,2,2,2,E1_c
1718,2,1,2,2,2,2,2,1,-99,1
1719,4,1,2,2,2,2,2,2,2,E1_a
1720,2,2,2,2,2,2,1,2,-99,E1_f
1721,2,2,1,2,2,2,1,1,2,6
1722,2,1,2,2,2,2,2,1,2,1
1723,2,2,2,2,2,2,1,1,-98,6
1724,4,2,2,2,2,1,1,2,2,6
1725,4,1,2,2,2,2,2,1,2,1
1726,2,2,2,2,2,1,1,2,-99,6
1727,2,1,2,2,2,2,2,1,2,1
1728,2,1,2,2,2,2,2,2,2,E1_a
1729,2,1,2,2,2,2,2,1,-99,1
1730,2,2,2,2,2,2,2,2,2, 
1731,2,2,2,2,2,2,2,1,1,8
1732,2,1,2,2,2,2,2,1,2,1
1733,5,1,1,2,2,2,2,1,2,1
1734,2,1,2,2,2,2,2,1,1,8
1735,4,1,2,2,2,2,2,2,2,E1_a
1736,4,2,2,2,2,2,1,1,1,6
1737,2,1,2,2,2,2,2,2,2,E1_a
1738,1,2,2,2,2,2,1,2,2,E1_f
1739,2,2,1,2,1,2,2,1,2,2
1740,4,2,2,2,2,2,1,1,1,6
1741,2,1,2,2,2,2,2,1,-99,1
1742,4,2,2,2,2,2,2,2,2, 
1743,1,2,2,2,2,2,2,1,2,E1_g
1744,4,1,2,2,2,2,2,2,2,E1_a
1745,2,1,2,2,2,2,2,1,1,1
1746,4,2,2,2,2,2,1,2,1,6
1747,2,1,2,2,2,2,2,1,2,1
1748,5,2,2,2,2,2,1,1,2,7
1749,2,1,2,2,2,2,2,1,1,7
1750,2,1,2,2,2,2,2,1,2,1
1751,2,1,2,1,2,2,2,2,2,-98
1752,5,1,2,2,2,2,2,1,2,7
1753,2,2,1,1,2,2,2,1,2,7
1754,2,1,2,2,2,2,2,1,2,1
1755,4,2,2,2,1,2,2,1,2,4
1756,2,1,2,2,2,2,2,2,2,E1_a
1757,2,2,1,2,1,2,2,1,1,8
1758,4,2,2,1,2,2,2,1,2,3
1759,2,2,2,2,2,1,2,1,2,5
1760,4,1,2,2,2,2,2,1,2,1
1761,2,1,2,2,2,1,2,2,2,1
1762,4,1,2,2,2,2,2,1,2,1
1763,2,1,2,2,2,2,2,2,2,E1_a
1764,4,2,2,2,2,2,2,1,-98,E1_g
1765,2,1,1,2,2,1,2,2,2,1
1766,1,2,2,2,2,2,2,1,2,E1_g
1767,2,1,2,2,2,2,2,1,2,1
1768,2,1,1,2,2,2,2,1,2,2
1769,2,1,2,2,2,2,2,1,2,1
1770,1,2,2,2,1,2,2,1,2,4
1771,2,2,1,2,1,2,2,2,1,8
1772,4,1,2,2,2,2,2,2,2,E1_a
1773,4,1,2,2,2,2,2,1,2,1
1774,2,1,1,2,2,2,2,1,2,1
1775,2,1,2,2,2,2,2,1,2,1
1776,2,1,2,2,2,2,2,1,2,1
1777,2,1,2,2,2,2,2,1,2,1
1778,1,1,2,2,2,2,2,2,2,E1_a
1779,4,1,2,2,2,2,2,2,2,E1_a
1780,4,1,2,2,2,2,2,2,-99,E1_a
1781,4,1,2,2,2,2,2,2,1,8
1782,2,2,2,1,2,2,2,2,2,E1_c
1783,2,1,2,2,2,2,2,2,2,E1_a
1784,2,1,2,2,2,2,2,2,2,E1_a
1785,2,1,2,2,2,2,2,1,2,7
1786,2,2,2,2,1,2,2,1,2,7
1787,2,1,2,2,2,2,2,1,2,7
1788,2,1,2,2,2,2,2,1,2,1
1789,1,1,2,2,2,2,2,2,2,E1_a
1790,1,2,2,2,2,1,2,1,1,5
1791,2,1,2,2,2,2,2,1,2,1
1792,2,1,2,2,2,2,2,1,2,1
1793,2,1,2,2,2,2,2,2,2,E1_a
1794,2,1,2,2,2,2,2,2,2,E1_a
1795,2,1,2,2,2,2,2,1,2,1
1796,2,1,2,2,2,2,2,1,2,1
1797,2,1,2,2,2,2,2,2,2,E1_a
1798,2,2,1,2,2,2,2,1,2,7
1799,4,2,2,1,2,2,2,1,2,3
1800,2,1,2,2,2,2,2,2,2,E1_a
1801,2,1,1,2,2,2,2,2,2,1
1802,2,2,2,2,1,2,2,2,2,E1_d
1803,2,1,2,2,2,2,2,1,1,1
1804,2,1,1,2,2,2,2,1,2,7
1805,2,1,2,2,2,2,2,1,2,7
1806,4,1,2,2,2,2,2,1,2,1
1807,2,1,2,2,2,2,2,2,2,E1_a
1808,4,2,2,2,1,2,2,1,-99,4
1809,2,2,2,1,2,2,2,2,2,E1_c
1810,4,1,2,2,2,2,2,1,2,7
1811,2,2,2,2,1,2,2,1,2,4
1812,2,1,2,2,2,2,2,2,2,E1_a
1813,2,1,2,2,2,2,2,2,2,E1_a
1814,2,1,2,2,2,2,2,2,2,E1_a
1815,2,1,2,2,2,2,2,2,2,E1_a
1816,2,1,2,2,2,2,2,1,2,1
1817,2,1,2,2,2,2,2,1,2,1
1818,4,1,2,2,2,2,2,1,2,1
1819,2,1,2,2,2,2,2,1,2,1
1820,2,1,2,2,2,2,2,1,2,1
1821,2,1,1,2,2,2,2,2,2,1
1822,2,1,1,2,2,2,2,1,2,2
1823,4,2,1,1,2,2,2,1,2,2
1824,2,1,1,2,2,2,2,1,2,1
1825,2,1,2,2,2,2,2,1,2,1
1826,4,1,2,2,2,2,2,1,2,1
1827,4,2,1,2,2,1,2,1,2,2
1828,5,1,2,2,2,1,2,1,-99,1
1829,2,1,2,2,2,2,2,1,2,1
1830,2,2,2,1,2,2,2,1,2,7
1831,4,1,2,2,2,2,2,2,2,E1_a
1832,2,1,1,2,2,2,2,2,2,1
1833,2,1,2,2,2,2,2,2,2,E1_a
1834,2,2,2,2,1,2,2,1,-98,4
1835,2,1,2,2,2,2,2,2,2,E1_a
1836,4,1,2,2,2,2,2,1,2,1
1837,2,1,2,2,2,2,2,2,2,E1_a
1838,2,2,2,1,1,2,2,1,2,7
1839,1,1,2,2,2,2,2,2,1,1
1840,4,1,2,2,2,2,2,1,2,1
1841,2,2,2,2,2,1,2,2,2,E1_e
1842,2,1,2,2,2,2,2,1,2,1
1843,2,2,1,2,1,2,2,2,2,2
1844,2,1,2,2,2,2,2,1,2,1
1845,2,2,2,2,2,2,2,1,2,E1_g
1846,2,1,2,2,2,2,2,1,2,1
1847,2,1,2,2,2,2,2,1,2,1
1848,2,1,2,2,2,2,2,1,2,1
1849,1,1,2,2,2,2,2,2,2,E1_a
1850,1,1,2,2,2,2,2,1,2,1
1851,4,1,2,2,2,2,2,2,2,E1_a
1852,2,1,2,2,2,2,2,1,2,7
1853,2,2,1,2,1,2,2,1,2,7
1854,4,1,2,2,2,2,2,2,2,E1_a
1855,2,1,2,2,2,2,2,2,2,E1_a
1856,2,1,2,2,2,2,2,1,2,1
1857,2,1,2,2,2,2,2,1,2,1
1858,2,1,2,2,2,2,2,2,2,E1_a
1859,2,1,2,2,2,2,2,2,2,E1_a
1860,4,1,1,2,2,2,2,2,2,1
1861,2,1,2,2,2,2,2,2,2,E1_a
1862,4,1,2,2,2,2,2,1,1,8
1863,2,1,2,2,2,2,2,2,2,E1_a
1864,2,1,2,2,2,2,2,2,2,E1_a
1865,2,1,2,2,2,2,2,1,2,1
1866,2,2,2,2,2,2,2,1,1,8
1867,2,1,2,2,2,2,2,2,2,E1_a
1868,2,1,2,2,2,2,2,2,2,E1_a
1869,4,1,1,2,2,2,2,1,2,1
1870,2,1,2,2,2,2,2,1,2,7
1871,2,1,2,2,2,2,2,1,2,1
1872,2,1,2,2,2,2,2,2,2,E1_a
1873,2,2,2,2,2,1,2,2,2,E1_e
1874,4,1,2,2,2,2,2,2,2,E1_a
1875,5,1,2,2,2,2,2,1,2,1
1876,2,1,2,2,2,2,2,1,2,1
1877,2,1,2,2,2,2,2,2,2,E1_a
1878,1,1,2,2,2,2,2,1,2,1
1879,-98,2,1,1,1,2,2,1,2,2
1880,2,2,2,2,1,1,2,1,-98,5
1881,5,1,1,2,2,2,2,2,2,2
1882,2,1,2,2,2,2,2,2,2,E1_a
1883,4,2,2,2,1,2,2,1,1,8
1884,5,1,2,2,2,2,2,1,2,1
1885,2,1,2,2,2,2,2,1,2,1
1886,2,1,2,2,2,2,2,2,2,E1_a
1887,5,2,2,1,2,2,2,1,2,7
1888,2,1,1,2,2,2,2,2,2,1
1889,2,1,2,2,2,2,2,2,2,E1_a
1890,2,2,2,2,2,2,1,2,1,6
1891,2,1,2,2,2,2,1,2,2,6
1892,1,1,2,2,2,2,2,2,2,E1_a
1893,2,1,2,2,2,2,2,1,2,1
1894,2,2,2,2,2,2,1,2,-98,E1_f
1895,2,1,2,2,2,2,2,1,-98,1
1896,4,1,2,2,2,2,2,2,2,E1_a
1897,4,2,2,2,2,1,2,2,2,E1_e
1898,4,2,2,1,1,2,2,2,2,4
1899,4,2,2,2,2,1,1,2,2,5
1900,1,1,2,2,2,2,2,2,2,E1_a
1901,2,1,2,2,2,2,2,1,-98,1
1902,2,1,2,2,2,2,2,2,2,E1_a
1903,4,1,2,2,2,2,2,1,2,1
1904,2,1,2,2,2,2,2,2,2,E1_a
1905,2,1,2,2,2,2,2,2,2,E1_a
1906,2,2,2,2,2,2,1,1,-99,6
1907,1,2,2,2,2,1,1,2,2,6
1908,2,1,2,2,2,2,1,1,2,1
1909,4,2,2,2,2,2,1,1,1,8
1910,2,2,1,2,1,2,2,1,1,4
1911,2,1,2,2,2,2,-98,1,1,8
1912,5,1,2,2,2,2,2,1,2,1
1913,1,1,2,2,2,2,2,2,2,E1_a
1914,1,2,2,2,2,2,1,2,1,8
1915,2,1,1,2,2,2,2,1,2,2
1916,2,1,2,2,2,2,2,2,2,E1_a
1917,5,1,2,2,2,1,2,1,2,1
1918,2,2,2,2,2,2,1,2,-99,E1_f
1919,4,1,2,2,2,2,2,2,2,E1_a
1920,2,2,2,2,1,2,2,1,2,7
1921,2,1,2,2,2,2,2,1,2,1
1922,2,1,2,2,2,2,2,1,2,1
1923,4,1,2,2,2,2,2,1,2,1
1924,2,1,2,2,2,2,2,2,1,-100
1925,2,1,2,2,2,2,2,1,2,1
1926,4,2,2,2,2,2,1,2,2,E1_f
1927,2,1,2,2,2,2,2,1,2,1
1928,4,1,2,2,2,2,2,1,2,1
1929,2,1,2,2,2,2,2,2,2,E1_a
1930,2,1,2,2,2,2,2,1,2,7
1931,2,2,2,2,2,1,1,1,2,6
1932,2,1,2,2,2,2,2,2,2,E1_a
1933,2,1,1,2,2,2,2,1,2,2
1934,2,2,2,2,2,2,1,1,-99,6
1935,1,1,1,2,2,2,2,2,2,1
1936,5,2,2,2,2,1,1,2,-98,5
1937,1,2,2,2,2,2,2,2,2, 
1938,4,2,2,2,2,2,1,1,1,6
1939,2,2,2,2,2,2,1,1,2,6
1940,5,2,2,2,2,2,1,2,2,E1_f
1941,4,1,2,2,2,2,2,2,2,E1_a
1942,2,2,2,2,1,2,2,1,2,7
1943,2,2,2,2,2,2,1,1,2,7
1944,2,2,2,2,1,2,2,1,2,4
1945,2,2,1,2,1,2,2,2,2,2
1946,2,1,2,2,2,2,2,2,2,E1_a
1947,2,2,2,2,2,2,1,2,2,E1_f
1948,2,2,2,2,2,2,2,1,2,E1_g
1949,2,1,2,2,2,2,2,1,2,1
1950,1,2,2,2,2,2,1,1,2,6
1951,2,2,2,2,2,2,1,2,2,E1_f
1952,2,1,2,2,2,2,2,1,1,8
1953,4,2,2,2,2,2,1,2,2,E1_f
1954,2,1,1,2,2,2,2,1,2,2
1955,4,1,2,2,2,2,2,1,1,1
1956,1,1,1,2,2,2,2,2,2,1
1957,4,1,2,1,2,2,2,2,2,1
1958,1,1,2,2,2,2,2,1,2,1
1959,2,1,2,2,2,2,2,1,2,1
1960,4,2,2,2,2,2,1,2,2,E1_f
1961,2,1,2,2,2,2,2,1,2,1
1962,5,2,2,2,2,2,1,1,1,8
1963,2,2,2,1,1,2,2,2,2,4
1964,4,2,2,2,1,2,2,1,2,7
1965,2,2,2,1,2,2,2,1,2,3
1966,1,2,2,2,2,2,1,1,1,8
1967,2,2,2,2,2,2,1,2,1,6
1968,4,1,1,2,2,1,2,1,2,7
1969,2,2,2,2,2,2,1,1,2,6
1970,2,1,1,1,2,2,2,2,2,3
1971,2,1,2,2,2,2,2,1,2,1
1972,1,1,2,2,2,2,2,2,2,E1_a
1973,2,2,2,2,1,1,2,2,2,5
1974,2,1,2,2,2,2,2,2,2,E1_a
1975,1,1,2,2,2,2,2,2,2,E1_a
1976,2,1,1,2,2,2,2,1,-99,1
1977,5,2,2,2,2,2,1,2,2,E1_f
1978,4,1,2,2,2,2,2,1,2,1
1979,5,1,2,2,2,2,2,2,-98,E1_a
1980,2,2,2,2,2,2,1,1,2,6
1981,2,1,2,2,2,2,2,1,2,7
1982,1,2,2,2,1,2,2,2,2,E1_d
1983,2,2,2,2,2,2,1,1,2,6
1984,4,2,2,2,2,2,1,1,2,6
1985,2,2,2,2,2,1,2,1,2,7
1986,2,2,2,2,2,2,1,2,-98,E1_f
1987,2,2,2,2,2,2,1,2,2,E1_f
1988,1,2,2,2,2,2,1,1,-99,6
1989,4,2,1,1,2,2,2,1,2,3
1990,2,2,2,2,2,2,1,2,2,E1_f
1991,2,1,2,2,2,2,2,1,2,1
1992,2,2,1,2,1,2,2,1,2,2
1993,1,1,2,2,2,2,1,1,2,1
1994,2,2,2,2,2,1,2,1,1,5
1995,2,2,2,2,2,1,2,2,-98,E1_e
1996,1,2,2,2,2,2,1,2,2,E1_f
1997,2,1,2,2,2,2,2,1,1,1
1998,1,2,2,2,2,2,1,2,-98,E1_f
1999,4,2,2,2,2,2,2,1,2,E1_g
2000,2,1,2,2,2,2,2,2,2,E1_a
2001,4,1,1,2,2,2,2,1,2,7
2002,4,2,2,2,2,2,1,2,2,E1_f
2003,2,2,2,2,2,2,1,2,2,E1_f
2004,2,1,2,2,2,2,2,1,1,1
2005,2,1,2,2,2,2,2,1,2,7
2006,2,1,2,2,2,2,2,1,2,7
2007,2,2,2,2,2,2,1,2,2,E1_f
2008,2,2,2,2,1,2,2,1,2,7
2009,2,2,2,2,1,1,2,1,2,5
2010,2,1,2,2,2,2,2,1,2,1
2011,2,1,2,2,2,2,2,1,2,1
2012,2,2,2,2,2,2,1,1,2,6
2013,2,1,2,2,2,2,2,1,2,1
2014,4,1,2,2,2,2,2,1,2,1
2015,2,2,2,2,2,1,1,2,2,6
2016,1,1,2,2,2,2,2,2,2,E1_a
2017,5,2,2,1,1,2,2,1,1,8
2018,2,2,2,2,2,1,1,1,-98,6
2019,1,2,1,1,2,2,2,1,2,3
2020,1,1,2,2,2,2,2,2,2,E1_a
2021,2,2,2,2,2,2,2,2,2, 
2022,2,1,2,2,2,2,2,2,2,E1_a
2023,2,1,2,2,2,2,2,1,2,1
2024,4,1,2,2,2,2,2,1,2,1
2025,1,1,2,2,2,2,2,2,2,E1_a
2026,2,1,2,2,2,2,2,1,2,1
2027,4,1,2,2,2,2,2,1,2,1
2028,2,2,2,2,2,2,2,2,2, 
2029,2,2,2,2,2,2,1,2,2,E1_f
2030,4,2,2,2,2,2,1,2,-98,E1_f
2031,2,2,2,2,2,2,1,1,1,6
2032,2,2,2,2,2,2,1,2,2,E1_f
2033,2,2,2,2,2,2,1,2,2,E1_f
2034,2,1,2,2,2,2,2,1,2,1
2035,2,1,2,2,2,2,2,1,2,1
2036,2,2,2,2,2,2,1,1,2,7
2037,4,1,2,1,2,2,2,2,2,3
2038,2,2,2,2,2,2,1,1,1,6
2039,2,2,1,2,2,2,2,1,1,7
2040,4,1,2,2,2,2,2,2,2,E1_a
2041,1,1,2,2,2,2,2,1,2,1
2042,1,1,2,2,2,2,2,1,2,1
2043,2,2,2,2,2,2,1,2,2,E1_f
2044,4,1,1,2,2,2,2,1,2,2
2045,2,1,2,2,2,2,2,2,2,E1_a
2046,4,1,2,2,2,2,2,1,2,7
2047,4,2,1,2,2,2,2,2,2,E1_b
2048,2,2,2,2,1,2,2,2,2,E1_d
2049,2,2,2,2,2,2,1,1,2,6
2050,1,1,1,2,2,2,2,1,2,7
2051,2,2,2,2,2,2,2,1,2,E1_g
2052,4,1,2,2,2,2,2,1,2,1
2053,5,1,2,2,2,1,2,1,2,1
2054,1,2,2,2,2,2,1,1,2,6
2055,2,2,2,2,2,2,2,1,2,E1_g
2056,4,2,1,2,1,2,2,2,2,4
2057,1,1,2,2,2,2,2,2,2,E1_a
2058,1,2,2,2,2,2,2,1,2,E1_g
2059,2,2,2,2,2,2,1,1,2,6
2060,2,1,2,2,2,2,2,1,2,1
2061,2,1,2,2,2,2,2,2,2,E1_a
2062,5,2,2,1,1,2,2,1,2,4
2063,2,1,2,2,2,2,2,2,2,E1_a
2064,2,2,2,2,2,2,1,1,1,8
2065,2,2,2,2,2,2,2,1,2,E1_g
2066,2,2,2,2,2,2,1,1,2,6
2067,5,2,2,2,2,2,1,1,2,6
2068,2,1,2,2,2,2,2,1,2,1
2069,2,1,2,2,2,2,2,1,2,1
2070,2,1,2,2,2,2,2,1,2,1
2071,2,2,2,2,2,2,1,1,-98,6
2072,1,2,2,2,2,1,1,2,2,5
2073,4,2,2,2,2,2,1,1,1,8
2074,2,2,2,2,2,2,1,1,2,6
2075,2,2,2,2,2,2,1,2,2,E1_f
2076,2,1,2,2,2,2,2,2,2,E1_a
2077,2,1,2,2,2,2,2,2,2,E1_a
2078,2,2,2,2,2,2,1,1,1,7
2079,1,2,2,2,2,2,1,2,2,E1_f
2080,2,1,2,2,2,2,2,1,2,1
2081,2,1,2,2,2,2,2,2,-98,E1_a
2082,2,2,2,2,2,2,2,1,2,E1_g
2083,2,1,2,1,2,2,2,1,1,1
2084,2,2,2,2,2,2,1,1,-99,6
2085,2,1,2,2,2,2,1,1,2,7
2086,4,2,2,2,2,2,1,2,1,6
2087,1,1,2,2,2,2,2,2,2,E1_a
2088,4,1,2,2,2,2,2,1,-98,1
2089,2,1,2,2,2,2,2,1,2,1
2090,2,1,2,2,2,2,2,1,2,1
2091,2,1,2,2,2,2,2,2,2,E1_a
2092,1,2,2,2,2,2,1,1,-99,6
2093,4,1,2,2,2,2,2,2,2,E1_a
2094,1,2,2,2,2,2,1,2,-98,E1_f
2095,4,1,1,2,2,2,2,2,2,1
2096,1,2,2,2,2,2,1,1,1,6
2097,2,2,2,1,2,2,2,1,2,3
2098,2,1,2,2,2,2,2,2,2,E1_a
2099,5,1,2,2,2,1,2,2,2,1
2100,2,2,2,2,2,2,2,1,2,E1_g
2101,2,1,2,2,2,2,2,2,2,E1_a
2102,4,1,2,2,2,2,2,2,2,E1_a
2103,2,1,2,2,2,2,2,2,2,E1_a
2104,1,2,2,2,2,2,1,2,2,E1_f
2105,1,1,2,2,2,2,2,1,1,1
2106,2,2,2,2,2,2,2,2,2, 
2107,4,1,2,2,2,2,2,1,2,1
2108,2,1,2,2,2,2,2,2,2,E1_a
2109,2,1,2,2,2,2,2,1,2,1
2110,2,1,2,2,2,2,2,2,2,E1_a
2111,2,1,2,2,2,2,2,1,2,1
2112,2,2,2,2,2,2,1,2,2,E1_f
2113,2,1,2,2,2,2,2,2,2,E1_a
2114,2,2,2,2,2,2,1,1,2,6
2115,4,2,2,2,2,2,1,1,2,6
2116,1,2,2,2,2,2,1,2,2,E1_f
